35.847907473,127.134356122
35.847907473,127.134356122
35.847907502,127.134356153
35.847907502,127.134356153
35.84790751,127.134356185
35.84790751,127.134356185
35.847907511,127.134356201
35.847907511,127.134356201
35.847907537,127.134356217
35.847907537,127.134356217
35.847907537,127.134356217
35.847907564,127.134356274
35.847907564,127.134356274
35.847907564,127.134356274
35.847907573,127.134356306
35.847907573,127.134356306
35.847907573,127.134356306
35.847907586,127.134356335
35.847907586,127.134356335
35.847907586,127.134356335
35.847907593,127.134356359
35.847907593,127.134356359
35.847907593,127.134356359
35.847907593,127.134356359
35.847907604,127.134356344
35.847907604,127.134356344
35.847907604,127.134356344
35.847907604,127.134356344
35.847907629,127.134356369
35.847907629,127.134356369
35.847907629,127.134356369
35.847907629,127.134356369
35.847907645,127.134356425
35.847907645,127.134356425
35.847907645,127.134356425
35.847907645,127.134356425
35.847907636,127.134356484
35.847907636,127.134356484
35.847907636,127.134356484
35.847907636,127.134356484
35.847907611,127.134356559
35.847907611,127.134356559
35.847907611,127.134356559
35.847907611,127.134356559
35.847907611,127.134356559
35.847907618,127.134356601
35.847907618,127.134356601
35.847907618,127.134356601
35.847907618,127.134356601
35.847907618,127.134356601
35.847907657,127.134356622
35.847907657,127.134356622
35.847907657,127.134356622
35.847907657,127.134356622
35.847907657,127.134356622
35.847907652,127.134356634
35.847907652,127.134356634
35.847907652,127.134356634
35.847907652,127.134356634
35.847907652,127.134356634
35.847907629,127.134356581
35.847907629,127.134356581
35.847907629,127.134356581
35.847907629,127.134356581
35.847907629,127.134356581
35.847907629,127.134356581
35.847907728,127.134355894
35.847907728,127.134355894
35.847907728,127.134355894
35.847907728,127.134355894
35.847907728,127.134355894
35.847907728,127.134355894
35.847908028,127.134354841
35.847908028,127.134354841
35.847908028,127.134354841
35.847908028,127.134354841
35.847908028,127.134354841
35.847908028,127.134354841
35.84790838,127.134353209
35.84790838,127.134353209
35.84790838,127.134353209
35.84790838,127.134353209
35.84790838,127.134353209
35.84790838,127.134353209
35.847908615,127.134351393
35.847908615,127.134351393
35.847908615,127.134351393
35.847908615,127.134351393
35.847908615,127.134351393
35.847908615,127.134351393
35.847908615,127.134351393
35.847908488,127.134347541
35.847908488,127.134347541
35.847908488,127.134347541
35.847908488,127.134347541
35.847908488,127.134347541
35.847908488,127.134347541
35.847908488,127.134347541
35.847908328,127.134345296
35.847908328,127.134345296
35.847908328,127.134345296
35.847908328,127.134345296
35.847908328,127.134345296
35.847908328,127.134345296
35.847908328,127.134345296
35.847908277,127.134343027
35.847908277,127.134343027
35.847908277,127.134343027
35.847908277,127.134343027
35.847908277,127.134343027
35.847908277,127.134343027
35.847908277,127.134343027
35.847908271,127.134340499
35.847908271,127.134340499
35.847908271,127.134340499
35.847908271,127.134340499
35.847908271,127.134340499
35.847908271,127.134340499
35.847908271,127.134340499
35.847908271,127.134340499
35.847908148,127.134335727
35.847908148,127.134335727
35.847908148,127.134335727
35.847908148,127.134335727
35.847908148,127.134335727
35.847908148,127.134335727
35.847908148,127.134335727
35.847908148,127.134335727
35.847907911,127.134333516
35.847907911,127.134333516
35.847907911,127.134333516
35.847907911,127.134333516
35.847907911,127.134333516
35.847907911,127.134333516
35.847907911,127.134333516
35.847907911,127.134333516
35.847907618,127.134331214
35.847907618,127.134331214
35.847907618,127.134331214
35.847907618,127.134331214
35.847907618,127.134331214
35.847907618,127.134331214
35.847907618,127.134331214
35.847907618,127.134331214
35.84790746,127.134329016
35.84790746,127.134329016
35.84790746,127.134329016
35.84790746,127.134329016
35.84790746,127.134329016
35.84790746,127.134329016
35.84790746,127.134329016
35.84790746,127.134329016
35.84790746,127.134329016
35.847907299,127.134326612
35.847907299,127.134326612
35.847907299,127.134326612
35.847907299,127.134326612
35.847907299,127.134326612
35.847907299,127.134326612
35.847907299,127.134326612
35.847907299,127.134326612
35.847907299,127.134326612
35.847907004,127.134324158
35.847907004,127.134324158
35.847907004,127.134324158
35.847907004,127.134324158
35.847907004,127.134324158
35.847907004,127.134324158
35.847907004,127.134324158
35.847907004,127.134324158
35.847907004,127.134324158
35.847906801,127.134321916
35.847906801,127.134321916
35.847906801,127.134321916
35.847906801,127.134321916
35.847906801,127.134321916
35.847906801,127.134321916
35.847906801,127.134321916
35.847906801,127.134321916
35.847906801,127.134321916
35.847906678,127.134319632
35.847906678,127.134319632
35.847906678,127.134319632
35.847906678,127.134319632
35.847906678,127.134319632
35.847906678,127.134319632
35.847906678,127.134319632
